lsgi_code_ward_number,sec_kerala_code,lsgi_name,ward_number,ward_name,elected_representative,district,lsgi_type,winning_party,winning_front,votes,year
G09026_17,G09026,Karimpuzha,17,Kunnakkad,Parvathi C C,Palakkad,Grama Panchayat,INC,UDF,417,2025
G09026_18,G09026,Karimpuzha,18,Karippamanna,Saidalavi,Palakkad,Grama Panchayat,IUML,UDF,836,2025
G09026_19,G09026,Karimpuzha,19,Attassery,Abdulsamad Master,Palakkad,Grama Panchayat,IUML,UDF,691,2025
G09026_20,G09026,Karimpuzha,20,Cholakkurussi,Shahul Hameed,Palakkad,Grama Panchayat,INC,UDF,510,2025
G09086_1,G09086,Kavassery,1,Peechamkode,Smijitha M,Palakkad,Grama Panchayat,CPI(M),LDF,570,2025
G09086_2,G09086,Kavassery,2,Padur,A Santha,Palakkad,Grama Panchayat,INC,UDF,526,2025
G09086_3,G09086,Kavassery,3,Kalleppully,Sureshkumar,Palakkad,Grama Panchayat,CPI(M),LDF,534,2025
G09086_4,G09086,Kavassery,4,Valiyaparambu,Mani Vavullipathy,Palakkad,Grama Panchayat,INC,UDF,485,2025
G09086_5,G09086,Kavassery,5,Vadakkenada,Saraladevi Jayaseelan,Palakkad,Grama Panchayat,CPI(M),LDF,400,2025
G09086_6,G09086,Kavassery,6,Pathanapuram,Sumitha,Palakkad,Grama Panchayat,INC,UDF,649,2025
G09086_7,G09086,Kavassery,7,Muthanode,Ahammed Kabeer,Palakkad,Grama Panchayat,IUML,UDF,670,2025
G09086_8,G09086,Kavassery,8,Arappuzha,Sulochana,Palakkad,Grama Panchayat,INC,UDF,468,2025
G09086_9,G09086,Kavassery,9,Chundakkad,Shainy,Palakkad,Grama Panchayat,CPI(M),LDF,541,2025
G09086_10,G09086,Kavassery,10,Mooppuparambu,V  Kasim,Palakkad,Grama Panchayat,CPI(M),LDF,609,2025
G09086_11,G09086,Kavassery,11,Anamari,A Ashad,Palakkad,Grama Panchayat,INC,UDF,562,2025
G09086_12,G09086,Kavassery,12,Erattakulam,K Rajaneesh,Palakkad,Grama Panchayat,CPI(M),LDF,558,2025
G09086_13,G09086,Kavassery,13,Kongalakode,Ajith C,Palakkad,Grama Panchayat,BJP,NDA,414,2025
G09086_14,G09086,Kavassery,14,Veppilassery,Sangeetha Baiju,Palakkad,Grama Panchayat,CPI(M),LDF,457,2025
G09086_15,G09086,Kavassery,15,Kunnumpuram,Latha Mohandas,Palakkad,Grama Panchayat,CPI,LDF,505,2025
G09086_16,G09086,Kavassery,16,Thennilapuram,Girija Rajan,Palakkad,Grama Panchayat,CPI(M),LDF,490,2025
G09086_17,G09086,Kavassery,17,Cheenikode,Radhika Sreekumar,Palakkad,Grama Panchayat,CPI(M),LDF,329,2025
G09086_18,G09086,Kavassery,18,Padinjarethara,Girija Sudhakaran,Palakkad,Grama Panchayat,CPI(M),LDF,343,2025
G09086_19,G09086,Kavassery,19,Kunduthodi,Shibi S,Palakkad,Grama Panchayat,CPI(M),LDF,382,2025
G09046_1,G09046,Keralasseri,1,Manjappara,Radhakrishnan M,Palakkad,Grama Panchayat,CPI(M),LDF,380,2025
G09046_2,G09046,Keralasseri,2,Vadassery,Bindu,Palakkad,Grama Panchayat,CPI(M),LDF,384,2025
G09046_3,G09046,Keralasseri,3,Kundalassery,Rema,Palakkad,Grama Panchayat,CPI(M),LDF,394,2025
G09046_4,G09046,Keralasseri,4,Ambalakunnu,Sreedevi  P R,Palakkad,Grama Panchayat,CPI(M),LDF,400,2025
G09046_5,G09046,Keralasseri,5,Kizhakkekara,Komalam C N,Palakkad,Grama Panchayat,CPI(M),LDF,422,2025
G09046_6,G09046,Keralasseri,6,Vellara,Shajitha B,Palakkad,Grama Panchayat,CPI(M),LDF,352,2025
G09046_7,G09046,Keralasseri,7,Keralasseri (Kizhakkumuri),Sreekumar M P,Palakkad,Grama Panchayat,BJP,NDA,332,2025
G09046_8,G09046,Keralasseri,8,Keralasseri,Rajeev Master,Palakkad,Grama Panchayat,BJP,NDA,393,2025
G09046_9,G09046,Keralasseri,9,Ayanari,Rajani A,Palakkad,Grama Panchayat,CPI(M),LDF,493,2025
G09046_10,G09046,Keralasseri,10,Pallippara,Ranjith. V,Palakkad,Grama Panchayat,CPI(M),LDF,469,2025
G09046_11,G09046,Keralasseri,11,Maniyam Kunnu,Rajula C,Palakkad,Grama Panchayat,CPI(M),LDF,315,2025
G09046_12,G09046,Keralasseri,12,Thadukkassery,Febin Rahman K V,Palakkad,Grama Panchayat,CPI(M),LDF,408,2025
G09046_13,G09046,Keralasseri,13,Valiyapparambu,Soumini P M,Palakkad,Grama Panchayat,CPI(M),LDF,441,2025
G09046_14,G09046,Keralasseri,14,Padinjaremuri,Subhash U,Palakkad,Grama Panchayat,CPI(M),LDF,385,2025
G09087_1,G09087,Kizhakkanchery,1,Kizhakkenchery,Sheeba Gangadharan,Palakkad,Grama Panchayat,CPI,LDF,521,2025
G09087_2,G09087,Kizhakkanchery,2,Vadakathara,M. Asokan,Palakkad,Grama Panchayat,CPI(M),LDF,504,2025
G09087_3,G09087,Kizhakkanchery,3,Kozhukkully,P. M. Kaladharan,Palakkad,Grama Panchayat,CPI(M),LDF,631,2025
G09087_4,G09087,Kizhakkanchery,4,Punnappadam,Shibinas,Palakkad,Grama Panchayat,CPI(M),LDF,672,2025
G09087_5,G09087,Kizhakkanchery,5,Elavampadam,Sajitha Sivadas,Palakkad,Grama Panchayat,CPI(M),LDF,611,2025
G09087_6,G09087,Kizhakkanchery,6,Cherukunnam,Anilkumar.S,Palakkad,Grama Panchayat,CMPCC(CPJ),UDF,446,2025
G09087_7,G09087,Kizhakkanchery,7,Parassery,A . Sherif,Palakkad,Grama Panchayat,CPI(M),LDF,533,2025
G09087_8,G09087,Kizhakkanchery,8,Odamthode,Shaju Antony  Pulikkal,Palakkad,Grama Panchayat,INC,UDF,304,2025
G09087_9,G09087,Kizhakkanchery,9,Kakkanchery,Dhanya Baiju,Palakkad,Grama Panchayat,CPI(M),LDF,486,2025
G09087_10,G09087,Kizhakkanchery,10,Ambittantharissu,Sunitha Sundharan,Palakkad,Grama Panchayat,CPI(M),LDF,583,2025
G09087_11,G09087,Kizhakkanchery,11,Palakkuzhy,Rensi Joys,Palakkad,Grama Panchayat,INC,UDF,611,2025
G09087_12,G09087,Kizhakkanchery,12,Kottekulam,Manju,Palakkad,Grama Panchayat,INC,UDF,563,2025
G09087_13,G09087,Kizhakkanchery,13,Thekkinkalla,Sindhu Krishnankutty,Palakkad,Grama Panchayat,CPI(M),LDF,776,2025
G09087_14,G09087,Kizhakkanchery,14,Puthankulambu,Sasikumar.M,Palakkad,Grama Panchayat,INC,UDF,558,2025
G09087_15,G09087,Kizhakkanchery,15,Kalavappadam,Surendran. V,Palakkad,Grama Panchayat,CPI,LDF,561,2025
G09087_16,G09087,Kizhakkanchery,16,Moolamcode,Malini Kannan,Palakkad,Grama Panchayat,CPI(M),LDF,640,2025
G09087_17,G09087,Kizhakkanchery,17,Korenchira,M. Thankappan,Palakkad,Grama Panchayat,CPI(M),LDF,703,2025
G09087_18,G09087,Kizhakkanchery,18,Valkulambu,Leelamma Joseph,Palakkad,Grama Panchayat,INC,UDF,831,2025
G09087_19,G09087,Kizhakkanchery,19,Manjalikulambu,Sunil.M.Paul,Palakkad,Grama Panchayat,INC,UDF,534,2025
G09087_20,G09087,Kizhakkanchery,20,Kottekkade,Alka Satheesh,Palakkad,Grama Panchayat,CPI(M),LDF,608,2025
G09087_21,G09087,Kizhakkanchery,21,Angood,Lalitha Chandran,Palakkad,Grama Panchayat,CPI(M),LDF,787,2025
G09087_22,G09087,Kizhakkanchery,22,Karappadam,Karuna Rajesh,Palakkad,Grama Panchayat,CPI(M),LDF,904,2025
G09087_23,G09087,Kizhakkanchery,23,Elamkkavu,R. Pramod,Palakkad,Grama Panchayat,CPI(M),LDF,579,2025
G09087_24,G09087,Kizhakkanchery,24,Cheerakuzhi,U.Babu,Palakkad,Grama Panchayat,CPI,LDF,457,2025
G09083_1,G09083,Kodumba,1,Kadamkode,Nikhil K.K,Palakkad,Grama Panchayat,CPI(M),LDF,345,2025
G09083_2,G09083,Kodumba,2,Ayyappankavu,Sheeba G,Palakkad,Grama Panchayat,CPI(M),LDF,363,2025
G09083_3,G09083,Kodumba,3,Chempadam,Sunitha S,Palakkad,Grama Panchayat,CPI(M),LDF,253,2025
G09083_4,G09083,Kodumba,4,Karakkad,Murali K,Palakkad,Grama Panchayat,CPI(M),LDF,535,2025
G09083_5,G09083,Kodumba,5,Erattayal,Santha M,Palakkad,Grama Panchayat,CPI(M),LDF,170,2025
G09083_6,G09083,Kodumba,6,Oorappadam,Krishnakumar .R,Palakkad,Grama Panchayat,CPI(M),LDF,493,2025
G09083_7,G09083,Kodumba,7,Kanjiramkunnam,Deepak.M,Palakkad,Grama Panchayat,BJP,NDA,566,2025
G09083_8,G09083,Kodumba,8,Midhunampallam,Arun L,Palakkad,Grama Panchayat,BJP,NDA,383,2025
G09083_9,G09083,Kodumba,9,Kodumbu,Rema B,Palakkad,Grama Panchayat,BJP,NDA,497,2025
G09083_10,G09083,Kodumba,10,Althara,Rajitha E,Palakkad,Grama Panchayat,INC,UDF,535,2025
G09083_11,G09083,Kodumba,11,Chirappadam,Kanakam C,Palakkad,Grama Panchayat,CPI(M),LDF,474,2025
G09083_12,G09083,Kodumba,12,Palayamkadu,Santha M K,Palakkad,Grama Panchayat,CPI(M),LDF,514,2025
G09083_13,G09083,Kodumba,13,Olassery,Raveendran,Palakkad,Grama Panchayat,INC,UDF,549,2025
G09083_14,G09083,Kodumba,14,Thasrack,Vinod,Palakkad,Grama Panchayat,INC,UDF,605,2025
G09083_15,G09083,Kodumba,15,Thakurissi,K R Kumaran,Palakkad,Grama Panchayat,CPI(M),LDF,299,2025
G09083_16,G09083,Kodumba,16,Kallingal,Sujatha,Palakkad,Grama Panchayat,INC,UDF,520,2025
G09083_17,G09083,Kodumba,17,Canal,Sumathi M,Palakkad,Grama Panchayat,CPI(M),LDF,441,2025
G09065_1,G09065,Koduvayur,1,Pullaroad,Pramod K,Palakkad,Grama Panchayat,BJP,NDA,526,2025
G09065_2,G09065,Koduvayur,2,Ummathumthoppu,Priya,Palakkad,Grama Panchayat,CPI(M),LDF,647,2025
G09065_3,G09065,Koduvayur,3,Chandhiruthi,Soni M S,Palakkad,Grama Panchayat,BJP,NDA,539,2025
G09065_4,G09065,Koduvayur,4,Keralapuram,Hakkeem,Palakkad,Grama Panchayat,SDPI,OTH,393,2025
G09065_5,G09065,Koduvayur,5,Karuvanurthara,A Suhaina,Palakkad,Grama Panchayat,IUML,UDF,600,2025
G09065_6,G09065,Koduvayur,6,Vadakkumpadam,Abbas N,Palakkad,Grama Panchayat,IUML,UDF,504,2025
G09065_7,G09065,Koduvayur,7,Veettiyode,Roni K,Palakkad,Grama Panchayat,BJP,NDA,485,2025
G09065_8,G09065,Koduvayur,8,Nochur,Shihana Noushad,Palakkad,Grama Panchayat,INC,UDF,699,2025
G09065_9,G09065,Koduvayur,9,Karnaki Nagar,Bhagyalakshmi R,Palakkad,Grama Panchayat,BJP,NDA,739,2025
G09065_10,G09065,Koduvayur,10,Koimarpadam,Rajitha,Palakkad,Grama Panchayat,CPI(M),LDF,314,2025
G09065_11,G09065,Koduvayur,11,Vettumpully,Padmapriya S,Palakkad,Grama Panchayat,BJP,NDA,889,2025
G09065_12,G09065,Koduvayur,12,Pittupeedika,Sheela,Palakkad,Grama Panchayat,CPI(M),LDF,390,2025
G09065_13,G09065,Koduvayur,13,Pezhumkad,K Jayaprakash,Palakkad,Grama Panchayat,CPI(M),LDF,613,2025
G09065_14,G09065,Koduvayur,14,Kolode,Sobhana N,Palakkad,Grama Panchayat,CPI(M),LDF,525,2025
G09065_15,G09065,Koduvayur,15,Kannankode,Parvathi T,Palakkad,Grama Panchayat,CPI(M),LDF,497,2025
G09065_16,G09065,Koduvayur,16,Vakkode,Girija,Palakkad,Grama Panchayat,CPI(M),LDF,593,2025
G09065_17,G09065,Koduvayur,17,Kakkayur,Greeshma,Palakkad,Grama Panchayat,CPI(M),LDF,389,2025
G09065_18,G09065,Koduvayur,18,Vrindhavanam,Murukadas,Palakkad,Grama Panchayat,CPI(M),LDF,598,2025
G09065_19,G09065,Koduvayur,19,Ethanur,Sudheer M,Palakkad,Grama Panchayat,INC,UDF,487,2025
G09064_1,G09064,Kollengode,1,Puzhakkal Thara,Ramesan T N,Palakkad,Grama Panchayat,BJP,NDA,412,2025
G09064_2,G09064,Kollengode,2,P K Village,Jayasree P (Usha),Palakkad,Grama Panchayat,BJP,NDA,373,2025
G09064_3,G09064,Kollengode,3,Kollengode  Town,Advocate Ramesh.S,Palakkad,Grama Panchayat,CPI(M),LDF,399,2025
G09064_4,G09064,Kollengode,4,Thadanara,Leena Babu,Palakkad,Grama Panchayat,CPI(M),LDF,459,2025
G09064_5,G09064,Kollengode,5,Anamari,Prakash,Palakkad,Grama Panchayat,CPI(M),LDF,537,2025
G09064_6,G09064,Kollengode,6,Chikkanambara,Adv.Aswathy Das,Palakkad,Grama Panchayat,CPI(M),LDF,645,2025
G09064_7,G09064,Kollengode,7,Edachira,Vijitha Sahadevan,Palakkad,Grama Panchayat,INC,UDF,504,2025
G09064_8,G09064,Kollengode,8,Nedumani,Saritha Swaminathan,Palakkad,Grama Panchayat,CPI(M),LDF,406,2025
G09064_9,G09064,Kollengode,9,Achanamkode,S.Thushara Sanalkumar,Palakkad,Grama Panchayat,CPI,LDF,528,2025
G09064_10,G09064,Kollengode,10,Nenmeni,R Sivan,Palakkad,Grama Panchayat,CPI(M),LDF,571,2025
G09064_11,G09064,Kollengode,11,Manalipadam,C.Girija,Palakkad,Grama Panchayat,CPI,LDF,422,2025
G09064_12,G09064,Kollengode,12,S V Street,Sukanya Muraleedharan,Palakkad,Grama Panchayat,CPI(M),LDF,423,2025
G09064_13,G09064,Kollengode,13,Konganchathi,Sheeja P,Palakkad,Grama Panchayat,CPI(M),LDF,595,2025
G09064_14,G09064,Kollengode,14,Cheerani,Abdulkadher (Unni),Palakkad,Grama Panchayat,INC,UDF,475,2025
G09064_15,G09064,Kollengode,15,Pazhayangadi,Pradeepa,Palakkad,Grama Panchayat,BJP,NDA,480,2025
G09064_16,G09064,Kollengode,16,Payyalur,Praveen N,Palakkad,Grama Panchayat,BJP,NDA,411,2025
G09064_17,G09064,Kollengode,17,Kachamkurissi,Sivadasan C,Palakkad,Grama Panchayat,CPI(M),LDF,374,2025
G09064_18,G09064,Kollengode,18,Thachakora,K Ponnappan,Palakkad,Grama Panchayat,INC,UDF,411,2025
G09064_19,G09064,Kollengode,19,Aruvanurparambu,Raveendran,Palakkad,Grama Panchayat,CPI(M),LDF,398,2025
G09045_1,G09045,Kongad,1,Thrippalamunda,Jayaprakasan K N,Palakkad,Grama Panchayat,CPI(M),LDF,535,2025
G09045_2,G09045,Kongad,2,Kottassery,Hamza,Palakkad,Grama Panchayat,INC,UDF,398,2025
G09045_3,G09045,Kongad,3,Attakkad,Sukumaran M N,Palakkad,Grama Panchayat,CPI(M),LDF,511,2025
G09045_4,G09045,Kongad,4,Cheraya,Nisha N,Palakkad,Grama Panchayat,CPI(M),LDF,620,2025
G09045_5,G09045,Kongad,5,Puliyankad,Sobhavasudevan,Palakkad,Grama Panchayat,INC,UDF,473,2025
G09045_6,G09045,Kongad,6,Chundekkad,Shijith Mr,Palakkad,Grama Panchayat,CPI(M),LDF,773,2025
G09045_7,G09045,Kongad,7,Manikkassery,Ayyappan Kutti C C,Palakkad,Grama Panchayat,CPI(M),LDF,642,2025
G09045_8,G09045,Kongad,8,Kolppadam,Radhakrishnan M V,Palakkad,Grama Panchayat,CPI(M),LDF,656,2025
G09045_9,G09045,Kongad,9,Kottappadi,Bindu P,Palakkad,Grama Panchayat,CPI(M),LDF,434,2025
G09045_10,G09045,Kongad,10,Kavunada,Vasanthakumari N,Palakkad,Grama Panchayat,CPI(M),LDF,449,2025
G09045_11,G09045,Kongad,11,Chembakkara,Soorya S,Palakkad,Grama Panchayat,CPI(M),LDF,363,2025
G09045_12,G09045,Kongad,12,Poothamkod,Girija P C,Palakkad,Grama Panchayat,CPI(M),LDF,506,2025
G09045_13,G09045,Kongad,13,Mucheeri,Harsha  M U,Palakkad,Grama Panchayat,CPI(M),LDF,524,2025
G09045_14,G09045,Kongad,14,Kongad Town,Haridasan,Palakkad,Grama Panchayat,INC,UDF,507,2025
G09045_15,G09045,Kongad,15,Mannanthara,C  N Sivadasan,Palakkad,Grama Panchayat,INC,UDF,576,2025
G09045_16,G09045,Kongad,16,Thonikkara,Sheela  K N,Palakkad,Grama Panchayat,CPI(M),LDF,555,2025
G09045_17,G09045,Kongad,17,Parassery,Sreekanth T M,Palakkad,Grama Panchayat,CPI(M),LDF,526,2025
G09045_18,G09045,Kongad,18,Kunduvampadam,Padmaja S,Palakkad,Grama Panchayat,CPI(M),LDF,460,2025
G09045_19,G09045,Kongad,19,Mundanchery,P Unnikrishnan,Palakkad,Grama Panchayat,CPI(M),LDF,466,2025
G09045_20,G09045,Kongad,20,Peringode,Reshma T,Palakkad,Grama Panchayat,CPI(M),LDF,500,2025
G09008_1,G09008,Koppam,1,West Pulassery,T Unnikrishnan,Palakkad,Grama Panchayat,CPI(M),LDF,418,2025
G09008_2,G09008,Koppam,2,Pulassery,Saniba Ansar,Palakkad,Grama Panchayat,IND,OTH,542,2025
G09008_3,G09008,Koppam,3,Koppam,A K Haneefa,Palakkad,Grama Panchayat,IND,OTH,572,2025
G09008_4,G09008,Koppam,4,Koppam North,Athira M T,Palakkad,Grama Panchayat,CPI(M),LDF,498,2025
G09008_5,G09008,Koppam,5,Mittayitheruvu,Amala C.M,Palakkad,Grama Panchayat,INC,UDF,674,2025
G09008_6,G09008,Koppam,6,Prabhapuram,Sujatha,Palakkad,Grama Panchayat,CPI(M),LDF,454,2025
G09008_7,G09008,Koppam,7,Mannengode,Ajayghosh,Palakkad,Grama Panchayat,INC,UDF,465,2025
G09008_8,G09008,Koppam,8,Koppam South,Mini Teacher,Palakkad,Grama Panchayat,CPI(M),LDF,477,2025
G09008_9,G09008,Koppam,9,Erayur,Jamsheera Shihabali,Palakkad,Grama Panchayat,IND,OTH,494,2025
G09008_10,G09008,Koppam,10,Nedumbrakkad,Murali Vellasseeri,Palakkad,Grama Panchayat,CPI(M),LDF,496,2025
G09008_11,G09008,Koppam,11,Kizhakkekara,Abdul Azeez,Palakkad,Grama Panchayat,IUML,UDF,614,2025
G09008_12,G09008,Koppam,12,Amayur,Valsala Korangottil,Palakkad,Grama Panchayat,IND,OTH,580,2025
G09008_13,G09008,Koppam,13,Puthiyaroad,Farisha Saleem,Palakkad,Grama Panchayat,IUML,UDF,575,2025
G09008_14,G09008,Koppam,14,Puthamkulam,Manikandan,Palakkad,Grama Panchayat,CPI(M),LDF,555,2025
G09008_15,G09008,Koppam,15,Thrithalakoppam,M Rajan,Palakkad,Grama Panchayat,CPI(M),LDF,704,2025
G09008_16,G09008,Koppam,16,Ansar Nagar,Shahana Samad,Palakkad,Grama Panchayat,IUML,UDF,710,2025
G09008_17,G09008,Koppam,17,Melmuri,Jasni,Palakkad,Grama Panchayat,CPI(M),LDF,611,2025
G09008_18,G09008,Koppam,18,Kizhumuri,Abdusammad,Palakkad,Grama Panchayat,IND,OTH,517,2025
G09008_19,G09008,Koppam,19,Koppam West,Sheeja,Palakkad,Grama Panchayat,CPI(M),LDF,491,2025
G09008_20,G09008,Koppam,20,Viyatnampadi,A K Musthafa Master,Palakkad,Grama Panchayat,IUML,UDF,585,2025
G09050_1,G09050,Kottayi,1,Kottayi,Sivasankaran C R,Palakkad,Grama Panchayat,BJP,NDA,410,2025
G09050_2,G09050,Kottayi,2,Ayyamkulam,Muhammed Haris  V A,Palakkad,Grama Panchayat,CPI(M),LDF,496,2025
G09050_3,G09050,Kottayi,3,Madathumpadi,Sudheshna C N,Palakkad,Grama Panchayat,CPI(M),LDF,504,2025
G09050_4,G09050,Kottayi,4,Thuvarakkad,Bindu C,Palakkad,Grama Panchayat,INC,UDF,493,2025
G09050_5,G09050,Kottayi,5,Kariyankode,Rameshkumar M,Palakkad,Grama Panchayat,CPI(M),LDF,576,2025
G09050_6,G09050,Kottayi,6,Kannachiparambu,Babu V,Palakkad,Grama Panchayat,INC,UDF,453,2025
G09050_7,G09050,Kottayi,7,Thekkekkad,V R Bhasi,Palakkad,Grama Panchayat,INC,UDF,409,2025
G09050_8,G09050,Kottayi,8,Pulinelli,Vinuprasad P M,Palakkad,Grama Panchayat,INC,UDF,403,2025
G09050_9,G09050,Kottayi,9,Kallekkad,Kesavan R,Palakkad,Grama Panchayat,CPI(M),LDF,538,2025
G09050_10,G09050,Kottayi,10,Sasthapuram,Ambika V,Palakkad,Grama Panchayat,INC,UDF,404,2025
G09050_11,G09050,Kottayi,11,Chembrakulam,P S Lakshmikkutti,Palakkad,Grama Panchayat,INC,UDF,359,2025
G09050_12,G09050,Kottayi,12,Chembai,Vinumol C,Palakkad,Grama Panchayat,CPI(M),LDF,400,2025
G09050_13,G09050,Kottayi,13,Thekkekkara,Ambily C A,Palakkad,Grama Panchayat,CPI(M),LDF,449,2025
G09050_14,G09050,Kottayi,14,Mandalakkode,Asha M,Palakkad,Grama Panchayat,BJP,NDA,410,2025
G09050_15,G09050,Kottayi,15,Chennamkad,Sreeja K,Palakkad,Grama Panchayat,BJP,NDA,374,2025
G09050_16,G09050,Kottayi,16,Koothalakkad,Archana K P,Palakkad,Grama Panchayat,BJP,NDA,383,2025
G09034_1,G09034,Kottoppadam,1,Kappuparambu,Shanir Babu,Palakkad,Grama Panchayat,INC,UDF,835,2025
G09034_2,G09034,Kottoppadam,2,Ambalappara,Deepa Shinto,Palakkad,Grama Panchayat,INC,UDF,514,2025
G09034_3,G09034,Kottoppadam,3,Mekkalappara,Sini Nijo,Palakkad,Grama Panchayat,INC,UDF,612,2025
G09034_4,G09034,Kottoppadam,4,Kacheripparambu,Sainuddheen Thaliyil,Palakkad,Grama Panchayat,IUML,UDF,543,2025
G09034_5,G09034,Kottoppadam,5,Kandamangalam,Noushad,Palakkad,Grama Panchayat,INC,UDF,593,2025
G09034_6,G09034,Kottoppadam,6,Puttanikkadu,Fathima Suhara Rasheed,Palakkad,Grama Panchayat,IND,OTH,578,2025
G09034_7,G09034,Kottoppadam,7,Ambazhakkode,Muhammed Ali Parambath,Palakkad,Grama Panchayat,IND,OTH,648,2025
G09034_8,G09034,Kottoppadam,8,Venga,Bindu Chandran,Palakkad,Grama Panchayat,INC,UDF,636,2025
G09034_9,G09034,Kottoppadam,9,Ariyoor,Paduvil Kunjumuhammad,Palakkad,Grama Panchayat,IUML,UDF,665,2025
G09034_10,G09034,Kottoppadam,10,Aryambhavu,Jaseena Kornakuzhiyil,Palakkad,Grama Panchayat,IUML,UDF,799,2025
G09034_11,G09034,Kottoppadam,11,Nayadippara,P Muraleedharan,Palakkad,Grama Panchayat,INC,UDF,592,2025
G09034_12,G09034,Kottoppadam,12,Vadasserippuram,Asif Ali Kombath,Palakkad,Grama Panchayat,IUML,UDF,646,2025
G09034_13,G09034,Kottoppadam,13,Kodakkad,Fathimathul Husna,Palakkad,Grama Panchayat,IUML,UDF,899,2025
G09034_14,G09034,Kottoppadam,14,Theyyottuchira,Aminakutty,Palakkad,Grama Panchayat,INC,UDF,715,2025
G09034_15,G09034,Kottoppadam,15,Bheemanadu,Rajitha Raju,Palakkad,Grama Panchayat,CPI(M),LDF,531,2025
G09034_16,G09034,Kottoppadam,16,Kottoppadam,K P Ummar,Palakkad,Grama Panchayat,IUML,UDF,850,2025
G09034_17,G09034,Kottoppadam,17,Kottopadam East,Mohammed  Salim,Palakkad,Grama Panchayat,IUML,UDF,375,2025
G09034_18,G09034,Kottoppadam,18,Koduvalippuram,Abdul  Rasheed Muthanil,Palakkad,Grama Panchayat,IUML,UDF,608,2025
G09034_19,G09034,Kottoppadam,19,Pathangam,Rajani,Palakkad,Grama Panchayat,IND,OTH,620,2025
G09034_20,G09034,Kottoppadam,20,Parappuram,Sulfath,Palakkad,Grama Panchayat,IUML,UDF,648,2025
G09034_21,G09034,Kottoppadam,21,Maleriyam,Muhammed Basheer,Palakkad,Grama Panchayat,IUML,UDF,576,2025
G09034_22,G09034,Kottoppadam,22,Poolakkunnu,Smijitha N,Palakkad,Grama Panchayat,CPI(M),LDF,811,2025
G09034_23,G09034,Kottoppadam,23,Naleerikunnu,Cherethody Sumayya,Palakkad,Grama Panchayat,IUML,UDF,665,2025
G09034_24,G09034,Kottoppadam,24,Thiruvizhamkunnu,Ayyappan M,Palakkad,Grama Panchayat,CPI(M),LDF,750,2025
G09058_1,G09058,Kozhinjampara,1,Athicode,S Roshna Beegum,Palakkad,Grama Panchayat,CMPCC(CPJ),UDF,475,2025
G09058_2,G09058,Kozhinjampara,2,Kullarayan Palayam,K S Thanikachalam,Palakkad,Grama Panchayat,INC,UDF,622,2025
G09058_3,G09058,Kozhinjampara,3,Pazhaniyar Palayam,Anjalinmeri,Palakkad,Grama Panchayat,INC,UDF,503,2025
G09058_4,G09058,Kozhinjampara,4,Kulukkapara,Jayabalan,Palakkad,Grama Panchayat,INC,UDF,616,2025
G09058_5,G09058,Kozhinjampara,5,Kozhinjampara,Sadham Husain M,Palakkad,Grama Panchayat,CMPCC(CPJ),UDF,931,2025
G09058_6,G09058,Kozhinjampara,6,Perumparachalla,K Sivaraman,Palakkad,Grama Panchayat,INC,UDF,629,2025
G09058_7,G09058,Kozhinjampara,7,Alambadi,Rajitha,Palakkad,Grama Panchayat,INC,UDF,479,2025
G09058_8,G09058,Kozhinjampara,8,Challapatha,Ansila A,Palakkad,Grama Panchayat,CMPCC(CPJ),UDF,600,2025
G09058_9,G09058,Kozhinjampara,9,Parakkalam,Jerosa Sajeev Ba,Palakkad,Grama Panchayat,JD(S),LDF,595,2025
G09058_10,G09058,Kozhinjampara,10,Paru Amman Challa,Vijay Anand N,Palakkad,Grama Panchayat,CMPCC(CPJ),UDF,483,2025
G09058_11,G09058,Kozhinjampara,11,Aaram Mile,Deepa Sumesh,Palakkad,Grama Panchayat,CMPCC(CPJ),UDF,760,2025
G09058_12,G09058,Kozhinjampara,12,Sramby,G K Vijayalakshmi,Palakkad,Grama Panchayat,BJP,NDA,406,2025
G09058_13,G09058,Kozhinjampara,13,Ayyavu Challa,Ramakrishnan,Palakkad,Grama Panchayat,INC,UDF,509,2025
G09058_14,G09058,Kozhinjampara,14,Chandhanampilla Challa,M Satheesh,Palakkad,Grama Panchayat,CMPCC(CPJ),UDF,624,2025
G09058_15,G09058,Kozhinjampara,15,Kallandi Challa,M Indira,Palakkad,Grama Panchayat,CPI(M),LDF,586,2025
G09058_16,G09058,Kozhinjampara,16,Keerakkaranpadi,Vijayakumaran V,Palakkad,Grama Panchayat,CPI(M),LDF,432,2025
G09058_17,G09058,Kozhinjampara,17,Nattukal,Vanaja Kannan,Palakkad,Grama Panchayat,JD(S),LDF,490,2025
G09058_18,G09058,Kozhinjampara,18,Karampotta,P Vijithran,Palakkad,Grama Panchayat,BJP,NDA,851,2025
G09058_19,G09058,Kozhinjampara,19,Karuvappara,Musfira Shafeeq,Palakkad,Grama Panchayat,INC,UDF,537,2025
G09009_1,G09009,Kulukkallur,1,Chundampatta,V M Muhammadali Master,Palakkad,Grama Panchayat,IND,OTH,642,2025
G09009_2,G09009,Kulukkallur,2,Natyamangalam North,Jayasree,Palakkad,Grama Panchayat,CPI(M),LDF,677,2025
G09009_3,G09009,Kulukkallur,3,Natyamangalam,E P Ussan,Palakkad,Grama Panchayat,IUML,UDF,795,2025
